name,degree,aging_neighbors,aging_n/degree,K-core,AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,Eccentricity,NeighborhoodConnectivity,Radiality,Stress,TopologicalCoefficient
NONO_HUMAN,3,1,0.33333,2,4.25541636,1.144E-05,0.23499463,0,8,20.33333333,0.7287153,9636,0.33918129
NOP10_HUMAN,1,0,0,1,1,0,1,0,1,1,1,0,0
NOP14_HUMAN,0,0,0,0,,,,,,,,,
NOP16_HUMAN,0,0,0,0,,,,,,,,,
NOP2_HUMAN,5,0,0,3,4.22770818,0.00045551,0.23653477,0.1,8,33.2,0.73102432,240054,0.21589404
NOP56_HUMAN,0,0,0,0,,,,,,,,,
NOP58_HUMAN,1,0,0,1,1,0,1,0,1,1,1,0,0
NOP9_HUMAN,0,0,0,0,,,,,,,,,
NOS1_HUMAN,1,0,0,1,4.87442889,0,0.20515224,0,9,38,0.67713093,0,0
NOS2_HUMAN,1,0,0,1,5.1789241,0,0.1930903,0,9,8,0.65175633,0,0
NOS3_HUMAN,6,2,0.33333,4,3.87089167,0.00083011,0.25833841,0.06666667,8,55,0.76075903,494008,0.17303609
NOSIP_HUMAN,0,0,0,0,,,,,,,,,
NOSTN_HUMAN,3,1,0.33333,3,4.56256448,1.227E-05,0.21917498,0,9,8.33333333,0.70311963,8554,0.34920635
NOTC1_HUMAN,6,2,0.33333,4,4.03330877,0.00046604,0.24793539,0.06666667,8,23.5,0.74722427,222292,0.18121693
NOTC2_HUMAN,0,0,0,0,,,,,,,,,
NOTC3_HUMAN,0,0,0,0,,,,,,,,,
NOTC4_HUMAN,0,0,0,0,,,,,,,,,
NOTO_HUMAN,0,0,0,0,,,,,,,,,
NOTUM_HUMAN,0,0,0,0,,,,,,,,,
NOVA1_HUMAN,0,0,0,0,,,,,,,,,
NOVA2_HUMAN,0,0,0,0,,,,,,,,,
NOV_HUMAN,0,0,0,0,,,,,,,,,
NOX1_HUMAN,0,0,0,0,,,,,,,,,
NOX3_HUMAN,0,0,0,0,,,,,,,,,
NOX4_HUMAN,1,0,0,1,5.90596905,0,0.16932022,0,10,5,0.59116925,0,0
NOX5_HUMAN,0,0,0,0,,,,,,,,,
NOXA1_HUMAN,2,0,0,2,4.9467944,0.0002162,0.20215111,0,9,7.5,0.67110047,116536,0.5
NOXO1_HUMAN,2,0,0,2,5.78142962,2.86E-06,0.1729676,0,10,2,0.60154753,1688,0.5
NP10_HUMAN,0,0,0,0,,,,,,,,,
NP1L1_HUMAN,6,3,0.5,4,4.14753132,0.00073432,0.24110728,0,8,22,0.73770572,238646,0.175
NP1L2_HUMAN,0,0,0,0,,,,,,,,,
NP1L3_HUMAN,0,0,0,0,,,,,,,,,
NP1L4_HUMAN,0,0,0,0,,,,,,,,,
NP1L5_HUMAN,1,0,0,1,5.37936625,0,0.1858955,0,9,4,0.63505281,0,0
NP1L6_HUMAN,0,0,0,0,,,,,,,,,
NP24_HUMAN,0,0,0,0,,,,,,,,,
NP5_HUMAN,0,0,0,0,,,,,,,,,
NP7_HUMAN,0,0,0,0,,,,,,,,,
NPA1P_HUMAN,0,0,0,0,,,,,,,,,
NPAL2_HUMAN,0,0,0,0,,,,,,,,,
NPAL3_HUMAN,1,0,0,1,6.05659543,0,0.16510926,0,10,10,0.57861705,0,0
NPAP1_HUMAN,0,0,0,0,,,,,,,,,
NPAS1_HUMAN,0,0,0,0,,,,,,,,,
NPAS2_HUMAN,2,0,0,2,4.38113486,7.37E-06,0.22825136,0,8,28.5,0.71823876,2130,0.5
NPAS3_HUMAN,0,0,0,0,,,,,,,,,
NPAS4_HUMAN,0,0,0,0,,,,,,,,,
NPAT_HUMAN,0,0,0,0,,,,,,,,,
NPB11_HUMAN,0,0,0,0,,,,,,,,,
NPB15_HUMAN,0,0,0,0,,,,,,,,,
NPBW1_HUMAN,0,0,0,0,,,,,,,,,
NPBW2_HUMAN,9,0,0,8,3.8091378,0.00023946,0.2625266,0.16666667,8,128.44444444,0.76590518,477378,0.20862788
NPB_HUMAN,0,0,0,0,,,,,,,,,
NPC1_HUMAN,0,0,0,0,,,,,,,,,
NPC2_HUMAN,0,0,0,0,,,,,,,,,
NPCL1_HUMAN,0,0,0,0,,,,,,,,,
NPCR1_HUMAN,0,0,0,0,,,,,,,,,
NPDC1_HUMAN,7,0,0,7,4.03773029,3.749E-05,0.24766389,0.42857143,8,123.71428571,0.74685581,128722,0.27736758
NPFF1_HUMAN,0,0,0,0,,,,,,,,,
NPFF2_HUMAN,0,0,0,0,,,,,,,,,
NPFF_HUMAN,0,0,0,0,,,,,,,,,
NPHN_HUMAN,2,0,0,2,4.51702284,2.343E-05,0.22138476,0,8,61.5,0.70691476,6204,0.50416667
NPHP1_HUMAN,4,0,0,2,4.73323508,0.00016608,0.21127199,0,9,6.5,0.68889708,48148,0.25
NPHP3_HUMAN,2,0,0,2,5.70169492,0.00022107,0.17538644,0,10,3.5,0.60819209,80396,0.5
NPHP4_HUMAN,5,1,0.2,2,5.19646279,0.00014969,0.1924386,0,9,2.8,0.65029477,53022,0.2
NPIA1_HUMAN,0,0,0,0,,,,,,,,,
NPIA2_HUMAN,0,0,0,0,,,,,,,,,
NPIA3_HUMAN,0,0,0,0,,,,,,,,,
NPIA5_HUMAN,0,0,0,0,,,,,,,,,
NPIA7_HUMAN,2,0,0,2,4.41370671,3.36E-06,0.22656693,0,9,36.5,0.71552444,2712,0.52205882
NPIA8_HUMAN,0,0,0,0,,,,,,,,,
NPIB3_HUMAN,0,0,0,0,,,,,,,,,
NPIB4_HUMAN,0,0,0,0,,,,,,,,,
NPIB5_HUMAN,0,0,0,0,,,,,,,,,
NPIB6_HUMAN,0,0,0,0,,,,,,,,,
NPIB7_HUMAN,0,0,0,0,,,,,,,,,
NPIB8_HUMAN,0,0,0,0,,,,,,,,,
NPIB9_HUMAN,0,0,0,0,,,,,,,,,
NPIL2_HUMAN,0,0,0,0,,,,,,,,,
NPIL5_HUMAN,0,0,0,0,,,,,,,,,
NPL4_HUMAN,1,0,0,1,1,0,1,0,1,1,1,0,0
NPL_HUMAN,1,0,0,1,4.30420044,0,0.23233119,0,8,77,0.72464996,0,0
NPM2_HUMAN,4,0,0,3,4.41886514,0.00036041,0.22630245,0,8,18.75,0.71509457,120880,0.25357143
NPM3_HUMAN,1,0,0,1,5.41871776,0,0.1845455,0,9,4,0.63177352,0,0
NPM_HUMAN,17,6,0.35294,5,3.92144436,0.0024089,0.25500808,0.04411765,8,21.17647059,0.7565463,761752,0.07244582
NPNT_HUMAN,0,0,0,0,,,,,,,,,
NPRL2_HUMAN,0,0,0,0,,,,,,,,,
NPRL3_HUMAN,0,0,0,0,,,,,,,,,
NPS3A_HUMAN,2,1,0.5,2,4.35932203,3.116E-05,0.22939347,0,8,53.5,0.7200565,9502,0.5
NPS3B_HUMAN,0,0,0,0,,,,,,,,,
NPSR1_HUMAN,0,0,0,0,,,,,,,,,
NPS_HUMAN,0,0,0,0,,,,,,,,,
NPT1_HUMAN,0,0,0,0,,,,,,,,,
NPT2A_HUMAN,0,0,0,0,,,,,,,,,
NPT2B_HUMAN,0,0,0,0,,,,,,,,,
NPT2C_HUMAN,0,0,0,0,,,,,,,,,
NPT3_HUMAN,0,0,0,0,,,,,,,,,
NPT4_HUMAN,0,0,0,0,,,,,,,,,
NPTN_HUMAN,0,0,0,0,,,,,,,,,
NPTX1_HUMAN,0,0,0,0,,,,,,,,,
NPTX2_HUMAN,0,0,0,0,,,,,,,,,
NPTXR_HUMAN,0,0,0,0,,,,,,,,,
NPVF_HUMAN,0,0,0,0,,,,,,,,,
NPW_HUMAN,0,0,0,0,,,,,,,,,
NPY1R_HUMAN,1,0,0,1,1.5,0,0.66666667,0,2,2,0.75,0,0
NPY2R_HUMAN,1,0,0,1,1.5,0,0.66666667,0,2,2,0.75,0,0
NPY4R_HUMAN,0,0,0,0,,,,,,,,,
NPY5R_HUMAN,0,0,0,0,,,,,,,,,
NPY6R_HUMAN,0,0,0,0,,,,,,,,,
NPY_HUMAN,0,0,0,0,,,,,,,,,
NQO1_HUMAN,1,0,0,1,1,0,1,0,1,1,1,0,0
NQO2_HUMAN,1,0,0,1,4.46322771,0,0.2240531,0,9,45,0.71139769,0,0
NR0B1_HUMAN,3,0,0,2,5.08091378,3.55E-06,0.19681499,0,9,3.33333333,0.65992385,1844,0.33333333
NR0B2_HUMAN,3,3,1,3,4.09992631,2.131E-05,0.24390682,0.66666667,8,71.66666667,0.74167281,10564,0.38324421
NR1D1_HUMAN,1,0,0,1,1,0,1,0,1,1,1,0,0
NR1D2_HUMAN,1,0,0,1,5.27619749,0,0.18953043,0,10,26,0.64365021,0,0
NR1H2_HUMAN,3,1,0.33333,3,4.45998526,0.00031865,0.22421599,0,8,50,0.71166789,314780,0.33561644
NR1H3_HUMAN,7,1,0.14286,5,4.24922623,0.00090865,0.23533696,0,8,34.42857143,0.72923115,547354,0.15620828
NR1H4_HUMAN,2,0,0,2,4.87015475,3.97E-06,0.20533228,0,9,8.5,0.6774871,1374,0.5
NR1I2_HUMAN,2,0,0,2,4.50302137,5.223E-05,0.22207312,0,9,44.5,0.70808155,11136,0.5
NR1I3_HUMAN,0,0,0,0,,,,,,,,,
NR2C1_HUMAN,0,0,0,0,,,,,,,,,
NR2C2_HUMAN,0,0,0,0,,,,,,,,,
NR2CA_HUMAN,3,0,0,3,4.11274871,2.587E-05,0.24314639,0,8,86.33333333,0.74060427,19850,0.40251572
NR2E1_HUMAN,0,0,0,0,,,,,,,,,
NR2E3_HUMAN,11,4,0.36364,5,4.43728814,0.00030507,0.22536287,0.29090909,8,11.72727273,0.71355932,169118,0.13326446
NR2F6_HUMAN,2,0,0,2,4.98629329,1.101E-05,0.20054978,0,9,7,0.66780889,3864,0.5
NR3L1_HUMAN,0,0,0,0,,,,,,,,,
NR4A1_HUMAN,14,3,0.21429,5,3.84966839,0.00278325,0.25976263,0.01098901,8,22.85714286,0.76252763,973134,0.0738255
NR4A2_HUMAN,1,0,0,1,1,0,1,0,1,1,1,0,0
NR4A3_HUMAN,0,0,0,0,,,,,,,,,
NR5A2_HUMAN,1,0,0,1,6.03699337,0,0.16564537,0,10,3,0.58025055,0,0
NR6A1_HUMAN,0,0,0,0,,,,,,,,,
NRAC_HUMAN,0,0,0,0,,,,,,,,,
NRAM1_HUMAN,0,0,0,0,,,,,,,,,
NRAM2_HUMAN,0,0,0,0,,,,,,,,,
NRAP_HUMAN,2,0,0,2,4.76197494,0,0.2099969,1,9,22,0.68650209,0,0.52380952
NRARP_HUMAN,0,0,0,0,,,,,,,,,
NRBF2_HUMAN,3,0,0,2,4.6853353,0.00034703,0.2134319,0,9,9.66666667,0.69288873,214446,0.33333333
NRBP2_HUMAN,0,0,0,0,,,,,,,,,
NRBP_HUMAN,2,0,0,2,4.69550479,2.266E-05,0.21296965,0,9,10,0.69204127,8264,0.5
NRCAM_HUMAN,0,0,0,0,,,,,,,,,
NRDC_HUMAN,1,1,1,1,4.25630066,0,0.23494581,0,8,116,0.72864161,0,0
NRDE2_HUMAN,0,0,0,0,,,,,,,,,
NREP_HUMAN,1,0,0,1,6.24053058,0,0.16024278,0,10,4,0.56328912,0,0
NRF1_HUMAN,4,0,0,4,4.10081061,5.827E-05,0.24385423,0,9,40,0.74159912,29256,0.26174497
NRG1_HUMAN,0,0,0,0,,,,,,,,,
NRG2_HUMAN,0,0,0,0,,,,,,,,,
NRG3_HUMAN,0,0,0,0,,,,,,,,,
NRG4_HUMAN,1,0,0,1,5.01518055,0,0.19939462,0,9,44,0.66540162,0,0
NRIP1_HUMAN,9,1,0.11111,5,4.10906411,0.0008545,0.24336442,0.02777778,8,22.88888889,0.74091132,395254,0.12082574
NRIP2_HUMAN,1,0,0,1,4.45114223,0,0.22466144,0,9,57,0.71240481,0,0
NRIP3_HUMAN,1,0,0,1,4.72704495,0,0.21154865,0,9,62,0.68941292,0,0
NRK1_HUMAN,1,0,0,1,4.83183493,0,0.20696071,0,9,26,0.68068042,0,0
NRK2_HUMAN,1,0,0,1,5.95165807,0,0.16802041,0,10,3,0.58736183,0,0
NRK_HUMAN,0,0,0,0,,,,,,,,,
NRL_HUMAN,0,0,0,0,,,,,,,,,
NRM_HUMAN,3,0,0,2,5.11024318,4.84E-05,0.1956854,0,9,9,0.65747973,20114,0.33333333
NRN1L_HUMAN,0,0,0,0,,,,,,,,,
NRN1_HUMAN,0,0,0,0,,,,,,,,,
NRP1_HUMAN,3,1,0.33333,3,4.86676492,1.13E-05,0.2054753,0.33333333,9,9.33333333,0.67776959,4020,0.375
NRP2_HUMAN,0,0,0,0,,,,,,,,,
NRROS_HUMAN,0,0,0,0,,,,,,,,,
NRSN1_HUMAN,1,0,0,1,5.01518055,0,0.19939462,0,9,44,0.66540162,0,0
NRSN2_HUMAN,0,0,0,0,,,,,,,,,
NRTN_HUMAN,0,0,0,0,,,,,,,,,
NRX1A_HUMAN,0,0,0,0,,,,,,,,,
NRX1B_HUMAN,0,0,0,0,,,,,,,,,
NRX2A_HUMAN,0,0,0,0,,,,,,,,,
NRX2B_HUMAN,0,0,0,0,,,,,,,,,
NRX3A_HUMAN,0,0,0,0,,,,,,,,,
NRX3B_HUMAN,0,0,0,0,,,,,,,,,
NS1BP_HUMAN,0,0,0,0,,,,,,,,,
NSA2_HUMAN,0,0,0,0,,,,,,,,,
NSD1_HUMAN,0,0,0,0,,,,,,,,,
NSD2_HUMAN,1,1,1,1,4.61296979,0,0.21678009,0,9,54,0.69891918,0,0
NSD3_HUMAN,6,3,0.5,4,4.23434046,0.00046504,0.23616429,0,8,12.5,0.73047163,240028,0.17692308
NSDHL_HUMAN,0,0,0,0,,,,,,,,,
NSE1_HUMAN,2,0,0,2,6.17273397,6.88E-06,0.16200277,0,10,3.5,0.56893884,2138,0.5
NSE2_HUMAN,2,0,0,2,4.57774503,0.0007082,0.21844816,0,9,21.5,0.70185458,392592,0.5
NSE3_HUMAN,4,0,0,2,5.39823139,0.00047677,0.18524586,0,10,2.25,0.63348072,152512,0.25
NSE4A_HUMAN,1,0,0,1,6.39808401,0,0.15629679,0,11,4,0.55015967,0,0
NSF1C_HUMAN,1,1,1,1,4.9064112,0,0.20381496,0,9,13,0.67446573,0,0
NSF_HUMAN,5,0,0,3,5.12837141,0.00035798,0.19499368,0.1,9,3.2,0.65596905,135194,0.23636364
NSG1_HUMAN,1,0,0,1,4.72704495,0,0.21154865,0,9,62,0.68941292,0,0
NSG2_HUMAN,0,0,0,0,,,,,,,,,
NSGX_HUMAN,0,0,0,0,,,,,,,,,
NSL1_HUMAN,0,0,0,0,,,,,,,,,
NSMA2_HUMAN,0,0,0,0,,,,,,,,,
NSMA3_HUMAN,0,0,0,0,,,,,,,,,
NSMA_HUMAN,0,0,0,0,,,,,,,,,
NSMF_HUMAN,0,0,0,0,,,,,,,,,
NSN5B_HUMAN,0,0,0,0,,,,,,,,,
NSN5C_HUMAN,0,0,0,0,,,,,,,,,
NSRP1_HUMAN,0,0,0,0,,,,,,,,,
NSUN2_HUMAN,0,0,0,0,,,,,,,,,
NSUN3_HUMAN,0,0,0,0,,,,,,,,,
NSUN4_HUMAN,0,0,0,0,,,,,,,,,
NSUN5_HUMAN,0,0,0,0,,,,,,,,,
NSUN6_HUMAN,0,0,0,0,,,,,,,,,
NSUN7_HUMAN,0,0,0,0,,,,,,,,,
NT2NL_HUMAN,196,4,0.02041,12,3.2890199,0.02622051,0.30404194,0.02684458,8,16.85714286,0.80924834,21168028,0.01532497
NT5C_HUMAN,0,0,0,0,,,,,,,,,
NT5D1_HUMAN,0,0,0,0,,,,,,,,,
NT5D2_HUMAN,0,0,0,0,,,,,,,,,
NT5D3_HUMAN,0,0,0,0,,,,,,,,,
NT5D4_HUMAN,0,0,0,0,,,,,,,,,
NT5M_HUMAN,0,0,0,0,,,,,,,,,
NTAL_HUMAN,0,0,0,0,,,,,,,,,
NTAN1_HUMAN,0,0,0,0,,,,,,,,,
NTAQ1_HUMAN,77,0,0,12,3.30434783,0.02008229,0.30263158,0.0102529,7,31.32467532,0.80797101,12433972,0.02483832
NTAS1_HUMAN,0,0,0,0,,,,,,,,,
NTCP2_HUMAN,0,0,0,0,,,,,,,,,
NTCP4_HUMAN,0,0,0,0,,,,,,,,,
NTCP5_HUMAN,0,0,0,0,,,,,,,,,
NTCP7_HUMAN,0,0,0,0,,,,,,,,,
NTCP_HUMAN,0,0,0,0,,,,,,,,,
NTF2_HUMAN,2,0,0,2,4.61267502,8.078E-05,0.21679394,0,9,24,0.69894375,47970,0.5
NTF3_HUMAN,0,0,0,0,,,,,,,,,
NTF4_HUMAN,0,0,0,0,,,,,,,,,
NTH_HUMAN,0,0,0,0,,,,,,,,,
NTM1A_HUMAN,0,0,0,0,,,,,,,,,
NTM1B_HUMAN,0,0,0,0,,,,,,,,,
NTM2A_HUMAN,0,0,0,0,,,,,,,,,
NTM2B_HUMAN,0,0,0,0,,,,,,,,,
NTM2D_HUMAN,0,0,0,0,,,,,,,,,
NTM2E_HUMAN,0,0,0,0,,,,,,,,,
NTM2F_HUMAN,0,0,0,0,,,,,,,,,
NTM2G_HUMAN,0,0,0,0,,,,,,,,,
NTNG1_HUMAN,2,0,0,2,1.33333333,0.16666667,0.75,0,2,2,0.83333333,2,1
NTNG2_HUMAN,2,0,0,2,1.33333333,0.16666667,0.75,0,2,2,0.83333333,2,1
NTPCR_HUMAN,0,0,0,0,,,,,,,,,
NTR1_HUMAN,1,0,0,1,1,0,1,0,1,1,1,0,0
NTR2_HUMAN,0,0,0,0,,,,,,,,,
NTRI_HUMAN,6,0,0,2,4.47560796,0.00101959,0.22343333,0.06666667,9,21.16666667,0.710366,717662,0.18981481
NTRK1_HUMAN,4,2,0.5,2,4.62254974,0.00042224,0.21633083,0.16666667,8,13.5,0.69812085,150074,0.2826087
NTRK2_HUMAN,0,0,0,0,,,,,,,,,
NTRK3_HUMAN,1,0,0,1,6.2073692,0,0.16109884,0,10,4,0.56605257,0,0
NU107_HUMAN,1,0,0,1,5.5541636,0,0.18004511,0,10,4,0.62048637,0,0
NU133_HUMAN,4,0,0,2,4.55431098,0.00067544,0.21957218,0,9,19.75,0.70380742,186996,0.25
NU153_HUMAN,2,0,0,1,5.55932203,0.00029477,0.17987805,0,10,2,0.6200565,106370,0.5
NU155_HUMAN,1,0,0,1,5.02063375,0,0.19917804,0,9,7,0.66494719,0,0
NU160_HUMAN,1,0,0,1,5.29918939,0,0.18870811,0,10,6,0.64173422,0,0
NU188_HUMAN,0,0,0,0,,,,,,,,,
NU1M_HUMAN,1,0,0,1,5.87162859,0,0.1703105,0,10,3,0.59403095,0,0
NU205_HUMAN,0,0,0,0,,,,,,,,,
NU214_HUMAN,0,0,0,0,,,,,,,,,
NU2M_HUMAN,0,0,0,0,,,,,,,,,
NU3M_HUMAN,1,1,1,1,4.98084009,0,0.20076934,0,9,30,0.66826333,0,0
NU4LM_HUMAN,0,0,0,0,,,,,,,,,
NU4M_HUMAN,0,0,0,0,,,,,,,,,
NU5M_HUMAN,0,0,0,0,,,,,,,,,
NU6M_HUMAN,0,0,0,0,,,,,,,,,
NUA4L_HUMAN,0,0,0,0,,,,,,,,,
NUAK1_HUMAN,2,1,0.5,2,4.23286662,9.33E-05,0.23624652,0,8,63,0.73059445,22382,0.5
NUAK2_HUMAN,0,0,0,0,,,,,,,,,
NUB1_HUMAN,3,1,0.33333,2,4.57229182,9.101E-05,0.2187087,0,9,31,0.70230901,34428,0.33707865
NUBP1_HUMAN,0,0,0,0,,,,,,,,,
NUBP2_HUMAN,3,0,0,3,4.08518791,2.85E-06,0.24478678,0.66666667,8,133.66666667,0.74290101,4692,0.41770833
NUBPL_HUMAN,0,0,0,0,,,,,,,,,
NUCB1_HUMAN,0,0,0,0,,,,,,,,,
NUCB2_HUMAN,1,0,0,1,5.57538688,0,0.17935975,0,10,7,0.61871776,0,0
NUCG_HUMAN,1,0,0,1,7.71319086,0,0.12964803,0,12,2,0.44056743,0,0
NUCKS_HUMAN,0,0,0,0,,,,,,,,,
NUCL_HUMAN,10,3,0.3,5,3.96507001,0.00166499,0.25220236,0.04444444,8,31.2,0.75291083,541760,0.11960784
NUD10_HUMAN,3,0,0,3,4.11672808,3.647E-05,0.24291136,0,8,84,0.74027266,31728,0.35470085
NUD11_HUMAN,0,0,0,0,,,,,,,,,
NUD12_HUMAN,1,0,0,1,5.30375829,0,0.18854555,0,9,2,0.64135348,0,0
NUD13_HUMAN,0,0,0,0,,,,,,,,,
NUD14_HUMAN,7,0,0,6,3.76168018,0.00119405,0.26583866,0.04761905,8,67.42857143,0.76985999,567960,0.16472663
NUD15_HUMAN,0,0,0,0,,,,,,,,,
NUD16_HUMAN,0,0,0,0,,,,,,,,,
NUD17_HUMAN,0,0,0,0,,,,,,,,,
NUD18_HUMAN,10,0,0,5,4.21915991,0.00084814,0.23701401,0,9,14.2,0.73173667,309696,0.10645161
NUD19_HUMAN,0,0,0,0,,,,,,,,,
NUD22_HUMAN,1,0,0,1,4.15313191,0,0.24078214,0,8,102,0.73723901,0,0
NUDC1_HUMAN,3,0,0,2,5.10773766,0.00088896,0.19578139,0,9,4,0.65768853,281460,0.33333333
NUDC2_HUMAN,3,0,0,2,4.81370671,2.654E-05,0.20774012,0,9,6.66666667,0.68219111,8488,0.33333333
NUDC3_HUMAN,5,0,0,2,4.64436256,0.00093622,0.2153148,0,9,4.8,0.69630312,1012112,0.2
NUDC_HUMAN,5,0,0,2,5.30935888,0.0010661,0.18834666,0,10,2,0.64088676,369242,0.2
NUDT3_HUMAN,0,0,0,0,,,,,,,,,
NUDT4_HUMAN,1,0,0,1,4.91422255,0,0.20349099,0,9,18,0.67381479,0,0
NUDT5_HUMAN,0,0,0,0,,,,,,,,,
NUDT6_HUMAN,0,0,0,0,,,,,,,,,
NUDT7_HUMAN,0,0,0,0,,,,,,,,,
NUDT8_HUMAN,0,0,0,0,,,,,,,,,
NUDT9_HUMAN,0,0,0,0,,,,,,,,,
NUF2_HUMAN,2,0,0,2,4.81016949,0.00011325,0.20789288,0,9,14,0.68248588,64206,0.5
NUFP1_HUMAN,3,0,0,1,1,1,1,0,1,1,1,6,0
NUFP2_HUMAN,9,1,0.11111,8,4.29019897,3.078E-05,0.23308942,0.30555556,8,45.44444444,0.72581675,26280,0.22006472
NUMA1_HUMAN,4,0,0,3,4.47840825,0.00033753,0.22329362,0.16666667,9,25.75,0.71013265,195676,0.25765306
NUMBL_HUMAN,1,0,0,1,5.13352985,0,0.19479774,0,10,9,0.65553918,0,0
NUMB_HUMAN,1,0,0,1,1,0,1,0,1,1,1,0,0
NUP37_HUMAN,0,0,0,0,,,,,,,,,
NUP43_HUMAN,0,0,0,0,,,,,,,,,
NUP50_HUMAN,5,0,0,3,5.03050847,5.941E-05,0.19878706,0,9,6.2,0.66412429,18938,0.24761905
NUP53_HUMAN,1,0,0,1,4.49550479,0,0.22244443,0,9,26,0.70870793,0,0
NUP54_HUMAN,8,0,0,6,4.11554901,0.00015798,0.24298095,0.21428571,8,30.625,0.74037092,119748,0.1668956
NUP58_HUMAN,5,1,0.2,5,3.99867354,0.00016375,0.25008293,0.1,8,49.6,0.75011054,87010,0.21304348
NUP62_HUMAN,37,1,0.02703,10,3.67221813,0.00348012,0.27231498,0.03003003,8,17.62162162,0.77731516,2124892,0.04415584
NUP85_HUMAN,2,0,0,2,5.54517318,6.11E-05,0.18033702,0,10,3,0.62123557,13752,0.5
NUP88_HUMAN,0,0,0,0,,,,,,,,,
NUP93_HUMAN,0,0,0,0,,,,,,,,,
NUP98_HUMAN,0,0,0,0,,,,,,,,,
NUPL2_HUMAN,0,0,0,0,,,,,,,,,
NUPR1_HUMAN,0,0,0,0,,,,,,,,,
NUPR2_HUMAN,0,0,0,0,,,,,,,,,
NUSAP_HUMAN,1,0,0,1,4.47044952,0,0.22369115,0,8,101,0.71079587,0,0
NUTM1_HUMAN,15,0,0,7,3.91333825,0.00078056,0.25553631,0,8,17.66666667,0.75722181,578194,0.09633911
NVL_HUMAN,0,0,0,0,,,,,,,,,
NWD1_HUMAN,0,0,0,0,,,,,,,,,
NWD2_HUMAN,0,0,0,0,,,,,,,,,
NXF1_HUMAN,15,0,0,6,3.92394989,0.0024202,0.25484525,0.00952381,8,27.8,0.75633751,1671788,0.07586854
NXF2_HUMAN,0,0,0,0,,,,,,,,,
NXF3_HUMAN,3,0,0,3,4.64716286,1.909E-05,0.21518506,0,9,6,0.69606976,6936,0.33333333
NXF5_HUMAN,0,0,0,0,,,,,,,,,
NXNL1_HUMAN,0,0,0,0,,,,,,,,,
NXNL2_HUMAN,0,0,0,0,,,,,,,,,
NXN_HUMAN,0,0,0,0,,,,,,,,,
NXP20_HUMAN,5,0,0,4,4.31215917,2.619E-05,0.23190239,0.2,8,27.4,0.72398674,13986,0.24770642
NXPE1_HUMAN,0,0,0,0,,,,,,,,,
NXPE2_HUMAN,1,0,0,1,5.40943257,0,0.18486227,0,10,12,0.63254729,0,0
NXPE3_HUMAN,0,0,0,0,,,,,,,,,
NXPE4_HUMAN,0,0,0,0,,,,,,,,,
NXPH1_HUMAN,0,0,0,0,,,,,,,,,
NXPH2_HUMAN,0,0,0,0,,,,,,,,,
NXPH3_HUMAN,0,0,0,0,,,,,,,,,
NXPH4_HUMAN,0,0,0,0,,,,,,,,,
NXRD1_HUMAN,0,0,0,0,,,,,,,,,
NXT1_HUMAN,3,0,0,3,4.77907148,2.272E-05,0.20924567,0,9,8.33333333,0.68507738,5036,0.33333333
NXT2_HUMAN,9,0,0,5,3.78540899,0.00049758,0.26417225,0,8,63.44444444,0.76788258,314212,0.12955279
NYAP1_HUMAN,0,0,0,0,,,,,,,,,
NYAP2_HUMAN,2,0,0,2,4.96669123,1.365E-05,0.20134129,0,9,7,0.6694424,4266,0.5
NYNRI_HUMAN,0,0,0,0,,,,,,,,,
NYX_HUMAN,0,0,0,0,,,,,,,,,
O10A2_HUMAN,0,0,0,0,,,,,,,,,
O10A3_HUMAN,0,0,0,0,,,,,,,,,
O10A4_HUMAN,0,0,0,0,,,,,,,,,
O10A5_HUMAN,0,0,0,0,,,,,,,,,
O10A6_HUMAN,0,0,0,0,,,,,,,,,
O10A7_HUMAN,0,0,0,0,,,,,,,,,
O10AC_HUMAN,0,0,0,0,,,,,,,,,
O10AD_HUMAN,0,0,0,0,,,,,,,,,
O10AG_HUMAN,0,0,0,0,,,,,,,,,
O10C1_HUMAN,0,0,0,0,,,,,,,,,
O10D3_HUMAN,0,0,0,0,,,,,,,,,
O10D4_HUMAN,0,0,0,0,,,,,,,,,
O10G2_HUMAN,0,0,0,0,,,,,,,,,
O10G3_HUMAN,0,0,0,0,,,,,,,,,
O10G4_HUMAN,0,0,0,0,,,,,,,,,
O10G6_HUMAN,0,0,0,0,,,,,,,,,
O10G7_HUMAN,0,0,0,0,,,,,,,,,
O10G8_HUMAN,0,0,0,0,,,,,,,,,
O10G9_HUMAN,0,0,0,0,,,,,,,,,
O10H1_HUMAN,0,0,0,0,,,,,,,,,
O10H2_HUMAN,0,0,0,0,,,,,,,,,
O10H3_HUMAN,0,0,0,0,,,,,,,,,
O10H4_HUMAN,0,0,0,0,,,,,,,,,
O10H5_HUMAN,0,0,0,0,,,,,,,,,
O10J1_HUMAN,0,0,0,0,,,,,,,,,
O10J3_HUMAN,0,0,0,0,,,,,,,,,
O10J4_HUMAN,0,0,0,0,,,,,,,,,
O10J5_HUMAN,0,0,0,0,,,,,,,,,
O10J6_HUMAN,0,0,0,0,,,,,,,,,
O10K1_HUMAN,0,0,0,0,,,,,,,,,
O10K2_HUMAN,0,0,0,0,,,,,,,,,
O10P1_HUMAN,0,0,0,0,,,,,,,,,
O10Q1_HUMAN,0,0,0,0,,,,,,,,,
